4546	1973
Jennifer	F	63114	1974
Amy	F	29565	1974
Michelle	F	25828	1974
Heather	F	23181	1974
Angela	F	22802	1974
Kimberly	F	22419	1974
Melissa	F	22166	1974
Lisa	F	19774	1974
Stephanie	F	16983	1974
Rebecca	F	15167	1974
Michael	M	67578	1974
Jason	M	54776	1974
Christopher	M	48603	1974
David	M	41815	1974
James	M	41354	1974
John	M	37638	1974
Robert	M	37031	1974
Brian	M	34460	1974
Matthew	M	27224	1974
William	M	26990	1974
Jennifer	F	58183	1975
Amy	F	32251	1975
Heather	F	24299	1975
Melissa	F	24165	1975
Angela	F	23360	1975
Michelle	F	22665	1975
Kimberly	F	20263	1975
Lisa	F	18134	1975
Stephanie	F	15774	1975
Nicole	F	14276	1975
Michael	M	68454	1975
Jason	M	52186	1975
Christopher	M	46592	1975
James	M	39591	1975
David	M	39177	1975
Robert	M	35335	1975
John	M	35097	1975
Brian	M	30608	1975
Matthew	M	28550	1975
William	M	25572	1975
Jennifer	F	59474	1976
Amy	F	31341	1976
Melissa	F	25095	1976
Heather	F	24198	1976
Angela	F	22042	1976
Michelle	F	19555	1976
Kimberly	F	18966	1976
Jessica	F	18370	1976
Lisa	F	17351	1976
Amanda	F	15590	1976
Michael	M	66954	1976
Jason	M	52680	1976
Christopher	M	45210	1976
David	M	39294	1976
James	M	38309	1976
John	M	34006	1976
Robert	M	33810	1976
Brian	M	30532	1976
Matthew	M	29981	1976
Daniel	M	24720	1976
Jennifer	F	58964	1977
Melissa	F	26886	1977
Amy	F	26732	1977
Jessica	F	24843	1977
Heather	F	23777	1977
Angela	F	20996	1977
Michelle	F	19539	1977
Kimberly	F	18286	1977
Amanda	F	18280	1977
Kelly	F	18235	1977
Michael	M	67616	1977
Jason	M	55653	1977
Christopher	M	46749	1977
David	M	40543	1977
James	M	40054	1977
John	M	34227	1977
Robert	M	34217	1977
Brian	M	32502	1977
Matthew	M	31973	1977
Joseph	M	26493	1977
Jennifer	F	56321	1978
Melissa	F	28330	1978
Jessica	F	26102	1978
